,US ICD9,System,Description
1212,777,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1213,7771,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1214,7772,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1215,7773,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1216,7774,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1217,7775,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1218,77750,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1219,77751,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1220,77752,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1221,77753,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1222,7776,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1223,7778,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1224,7779,Certain conditions originating in the perinatal period,Digestive system disorders of fetus and newborn
1225,764,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1226,7640,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1227,76400,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1228,76401,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1229,76402,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1230,76403,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1231,76404,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1232,76405,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1233,76406,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1234,76407,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1235,76408,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1236,7641,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1237,76410,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1238,76411,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1239,76412,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1240,76413,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1241,76414,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1242,76415,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1243,76416,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1244,76417,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1245,76418,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1246,7642,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1247,76420,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1248,76421,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1249,76422,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1250,76423,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1251,76424,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1252,76425,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1253,76426,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1254,76427,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1255,76428,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1256,76429,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1257,7649,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1258,76490,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1259,76491,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1260,76492,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1261,76493,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1262,76494,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1263,76495,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1264,76496,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1265,76497,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1266,76498,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1267,76499,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1268,765,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1269,7650,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1270,76500,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1271,76501,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1272,76502,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1273,76503,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1274,76504,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1275,76505,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1276,76506,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1277,76507,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1278,76508,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1279,76509,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1280,7651,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1281,76510,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1282,76511,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1283,76512,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1284,76513,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1285,76514,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1286,76515,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1287,76516,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1288,76517,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1289,76518,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1290,76519,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1291,7652,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1292,76520,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1293,76521,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1294,76522,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1295,76523,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1296,76524,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1297,76525,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
1298,76526,Certain conditions originating in the perinatal period,Disorders related to length of gestation and fetal growth
